reviewid,label
21027,firehouse 12
21016,epic
21067,self-released
21002,tender loving empire
21008,caldo verde
21008,discolexique
21007,family vineyard
20913,constellation
21058,cargo
21058,red eye
21006,mmi / crystal math music
20880,pole
21011,western vinyl
20982,sub pop
20878,dial
20912,sacred bones
20977,carpark
20930,no quarter
21025,def jam
20989,legacy
20964,thirty tigers
20964,middle west
20829,father/daughter
20829,miscreant
21063,mom & pop
21026,npg
21001,nuclear blast
21012,domino
20837,merge
21005,grnland
21003,4ad
20962,kranky
21004,matador
21004,escho
20957,arts & crafts
20974,crime on the moon
20976,terrible
20946,joyful noise
20993,partisan
20953,rvng intl.
20924,entertainment one
20881,harvest
20881,virgin emi
20891,numero group
20986,captured tracks
20992,light in the attic
20931,erased tapes
21023,self-released
20991,domino
20973,self-released
20932,mello music group
20944,merge
20706,merge
20706,dead oceans
21000,tommy boy
20961,salinas
20877,trouble in mind
20874,lucky number
20999,republic
20999,xo
20971,warner bros.
20971,transgressive
20968,young adults
20834,gilead media
20951,astralwerks
20943,stones throw
20981,mexican summer
20972,buzz
20938,jsp
20875,smalltown supersound
20970,matador
20876,paper bag
20967,pmr
20959,drag city
20833,relapse
20922,cinematic
20922,good years
20899,loma vista
20759,heavenly
20759,birth
20790,noise salvation
20969,secretly canadian
20939,anticon
20940,goner
20920,bronze rat
20945,fe/hard boiled
20803,patient sounds
20985,young turks
20926,self-released
20897,saddle creek
20865,ba da bing!
20988,alias
20691,bella union
20691,mistletone
20691,sub pop
20746,what's your rupture?
20844,the artist
20844,bern one
20889,orindal
20909,blackest ever black
20898,interscope
20898,school boy
20941,quite scientific
20869,exploding in sound
20937,fire
20873,endless flight
20872,warp
20870,dust science
20915,stones throw
20917,new atlantis
20887,self-released
20925,self-released
20905,self-released
20933,ipecac
20923,jagjaguwar
20705,no quarter
20747,matador
20871,blueberry
20927,don giovanni
20918,paper bag
20686,thunderlightning
20935,interscope
20935,aftermath
20896,columbia
20908,last gang
20908,grand tour
20894,mass appeal
20936,rvng intl.
20955,self-released
20767,light in the attic
20895,ghostly international
20907,self-released
20883,burger
20866,sargent house
20839,leaving
20906,thrill jockey
20852,be with
20919,self-released
20902,interscope
20902,konichiwa
20902,cherrytree
20904,self-released
20867,dead oceans
20886,people in a position to know
20868,self-released
20901,g funk
20819,atlantic
20884,10 summers
20740,dfa
20853,arbutus
20862,captured tracks
20781,hardly art
20863,hardly art
20882,grand hustle
20788,hell's headbangers
20861,loma vista
20830,monkeytown
20864,burger
20842,trouble in mind
20793,room40
20843,atlantic
20843,quality control
20843,300 entertainment
20701,erste theke tontraeger
20777,soul jazz
20804,sub pop
20716,earth
20835,rise
20807,def jam
20848,hyperdub
20849,international feel
20860,technicolour
20847,vagrant
20900,temporary residence
20802,hospital
20814,irritable hedgehog
20836,magic bullet
20668,atlantic
20668,swan song
20797,broadwalk
20855,nonesuch
20850,tiny engines
20820,"guided by voices, inc."
20702,merge
20846,spitdigital
20714,epic
20714,nuclear blast
20827,self-released
20832,duck n' cover
20816,columbia
20816,legacy
20824,columbia
20765,heavenly
20738,noumenal loom
20821,thirty tigers
20821,family hour
20838,dbpm
20817,mello music group
20757,driftless
20811,denovali
20822,joyful noise
20810,epic
20810,free bandz
20724,relapse
20805,self-released
20801,jade tree
20806,sub pop
20812,epic
20812,legacy
20766,downtown
20813,warner music group
20794,polyvinyl
20792,12xu
20799,ghost ramp
20818,domino
20800,thrill jockey
20798,afternoon
20809,self-released
20749,xl
20831,interscope
20776,melody as truth
20756,ninja tune
20745,self-released
20721,astralwerks
20667,drag city
20667,domino
20697,brown
20697,black cricket
20826,spectrum spools
20775,deathwish
20648,southeastern
20774,alc
20718,paradise of bachelors
20795,mello music group
20808,self-released
20578,interscope
20786,el camino
20787,light in the attic
20772,self-released
20736,trouble in mind
20743,hyperdub
20770,harbinger sound
20653,drag city
20712,temporary residence
20754,grnland
20753,rca
20796,self-released
20783,odd future
20761,topshelf
20735,collect
20791,other people
20779,sincerely yours
20779,luxury
20762,duckdown
20762,showoff
20751,self-released
20707,iron lung
20722,linear labs
20782,planet mu
20731,relapse
20773,bella union
20755,ninja tune
20729,text
20778,atlantic
20778,maybach
20752,ghostly international
20742,western vinyl
20710,vagrant
20728,rca
20728,bystorm
20769,r&s
20769,magic wire recordings
20734,casablanca
20734,republic
20780,last kings
20692,inresidence
20643,reprise
20709,kompakt
20680,rca
20680,dirty hit
20768,self-released
20750,self-released
20719,def jam
20647,eone music
20647,purpose
20733,self-released
20723,nonesuch
20608,sargent house
20760,brainfeeder
20690,
20741,ternesc
20443,rca
20689,no rest until ruin
20726,epitaph
20484,columbia
20484,startime
20574,mello music group
20660,chapter
20652,greenleaf
20725,columbia
20679,mercury nashville
20682,fantasy
20688,run for cover
20715,dangerbird
20511,4ad
20687,glassnote
20717,fueled by ramen
20711,topshelf
20662,sony
20720,epitaph
20748,drag city
20646,rush hour
20678,glassnote
20685,orchid tapes
20483,rolling stones
20671,erased tapes
20666,don giovanni
20695,weird world
20632,drag city
20632,wichita
20703,sony
20703,giorgio moroder
20694,olsen
20699,gilead media
20573,blue note
20698,thrill jockey
20607,deathwish
20696,cmf
20696,legacy
20623,manqu
20676,kompakt
20730,dimension point
20677,!k7
20651,eone music
20673,mexican summer
20601,century media
20700,flying nun
20700,lil' chief
20675,warp
20552,season of mist
20645,barsuk
20645,fierce panda
20644,cherry red
20642,pan
20665,domino
20650,lustwerk music
20670,atlantic
20670,trill entertainment
20625,tresor
20641,interscope
20641,mad love
20576,jagjaguwar
20683,partisan
20683,dine alone
20674,honest jon's
20577,bella union
20672,infin
20693,caldo verde
20606,rhino
20599,sacred bones
20669,warner bros.
20669,beluga heights
20291,tiny engines
20638,sacred bones
20520,warner bros.
20631,dais records
20655,autumnsongs
20654,12xu
20654,alter
20568,audika
20639,cherry red
20640,rvng intl.
20600,dfa
20637,foreign exchange
20664,self-released
20465,wichita
20598,southern lord
20657,on-u sound
20636,astro nautico
20663,turnstile
20658,kanine
20619,hospital productions
20635,temporary residence
20565,new west
20519,mad decent
20659,self-released
20407,4ad
20634,smalltown supersound
20656,konichiwa
20605,island
20597,sub pop
20538,warp
20564,def jam
20549,anunnaki cartel
20458,young turks
20412,matador
20551,rough trade
20563,nna tapes
20547,20 buck spin
20661,rca
20545,defected
20613,columbia
20550,further
20630,faded audio
20624,young god
20633,self-released
20572,fat cat
20614,kranky
20611,halo of flies
20515,tompkins square
20553,editions mego
20610,crossbill
20622,strange music
20612,suicide squeeze
20612,hairdo
20590,jagjaguwar
20561,pavlov institute
20596,load
20596,riot season
20621,coke boys
20581,telephone explosion
20620,little tokyo
20571,true panther
20589,leaving
20602,tigerbeat6
20580,all city
20457,4ad
20457,rvng intl.
20441,castle face
20442,mute
20626,interscope
20604,dangerbird
20506,domino
20570,r&s
20609,island
20569,matador
20562,northern spy
20339,ipecac
20339,reclamation
20533,slumberland
20533,turnstile
20533,fortuna pop!
20505,destination: out
20433,three lobed
20548,music from memory
20585,xl
20464,thrill jockey
20305,family vineyard
20486,brassland
20615,dirty hit
20488,drag city
20603,a389
20544,100% silk
20546,morphine
20595,zoo music
20463,profound lore
20415,temporary residence
20499,self-released
20440,apollo
20540,old omens
20435,columbia
20518,pias
20459,sacred bones
20510,stones throw
20423,rough trade
20462,nonesuch
20579,running back
20579,bubbletease communications
20524,saddle creek
20485,orchid tapes
20485,run for cover
20414,deathwish
20481,dead oceans
20586,joyful noise
20434,double double whammy
20477,captured tracks
20560,light in the attic
20557,brainfeeder
20584,don giovanni
20555,epic
20461,anthology recordings
20526,recollection grm
20448,merge
20290,partisan
20421,island
20421,glassnote
20439,sub pop
20508,intercoastal artists
20554,harvest
20517,4ad
20543,self-released
20559,innovative leisure
20559,timetable
20446,run for cover
20349,smalltown supersound
20330,paradise of bachelors
20556,self-released
20509,ribbon music
20512,mugg & bopp
20542,pc music
20398,saddle creek
20502,self-released
20444,double six
20445,topshelf
20288,universal
20288,pias
20476,hands in the dark
20397,mello music group
20504,richie
20452,apollo
20396,capitol
20396,ato
20503,arbutus
20352,profound lore
20536,self-released
20537,posh isolation
20410,mute
20395,bloodmoss
20507,three lobed
20521,endless flight
20469,memphis industries
20539,parlophone
20346,temporary residence
20497,mute
20531,interscope
20531,shady
20527,self-released
20495,blue note
20495,pax-am
20289,constellation
20475,dead oceans
20431,body high
20494,self-released
20529,atlantic
20529,300 entertainment
20408,katorga works
20408,wilsuns rc
20456,mello music group
20514,butterscotch
20498,anti-
20420,ato
20530,tryangle
20523,moshi moshi
20528,goomba
20496,nuclear war now!
20454,columbia
20535,on-u sound
20353,anti-
20353,city slang
20500,grave mistake
20522,mom & pop
20522,mermaid avenue
20362,warner bros.
20472,pinkflag
20513,italians do it better
20329,century media
20480,20 buck spin
20351,carpark
20487,warp
20143,downtown
20394,rough trade
20482,alpha pup
20493,odd future
20382,metalface
20368,atlantic
20368,neon gold
20368,new elektra
20460,rockstar
20460,mass appeal
20403,nettwerk
20419,warp
20384,rhino
20417,brassland
20418,in paradisum
20467,file under: music
20428,goofin'
20430,megaphone
20430,knock 'em dead
20297,captured tracks
20297,2mr
20453,western vinyl
20478,acid test
20380,def jam
20429,dfa
20468,harvest
20392,fat cat
20401,easy sound
20473,self-released
20474,merge
20402,ever/never
20406,self-released
20393,domino
20203,numero group
20466,jet life
20471,erased tapes
20348,secretly canadian
20286,xl
20391,big dada
20357,polyvinyl
20367,capitol
20363,sub pop
20345,bright antenna
20437,merge
20437,wichita
20470,self-released
20354,relapse
20416,night people
20387,spectrum spools
20385,carpark
20409,software
20400,thrill jockey
20132, deux
20447,true panther
20447,wedidit
20381,merge
20309,strut
20285,fat possum
20331,brainfeeder
20436,sacred bones
20213,ribbon music
20411,captured tracks
20373,emi
20373,def jam
20212,revox
20347,burger
20450,planet mu
20343,atlantic
20425,atlantic
20425,maybach
20438,self-released
20372,joyful noise
20334,constellation
20426,epic
20304,kranky
20371,mint
20427,milan
20451,harvest
20244,ghostly
20405,self-released
20389,self-released
20386,waxwork
20218,asthmatic kitty
20360,cooking vinyl
20360,take me to the hospital
20215,dead oceans
20364,sacred bones
20379,columbia
20424,
20377,ribbon music
20377,virgin emi
20355,self-released
20399,warp
20375,eyeball
20375,collect
20313,thrill jockey
20296,hotflush
20383,toxic state
20369,one little indian
20369,velvet elk
20376,gentle threat
20404,atlantic
20404,vice
20295,night slugs
20413,awful
20310,hardly art
20287,arts & crafts
20287,red music solutions
20422,columbia
20422,tan cressida
20378,moniker
20378,field mates
20243,mom & pop
20211,immune
20284,thrill jockey
20268,mom & pop
20268,marathon artists
20268,milk!
20076,easy sound
20252,memphis industries
20358,western vinyl
20374,drag city
20321,warner bros.
20388,self-released
20322,tiny engines
20365,arts & crafts
20361,hand drawn dracula
20390,interscope
20390,aftermath
20390,top dawg
20370,temporary residence
20323,beats in space
20338,in the red
20356,tso
20174,thrill jockey
20337,self-released
20340,no quarter
20366,dull tools
20325,shelter press
20335,epic
20324,commmons
20342,island
20298,self-released
20336,overcoat
20153,true panther
20242,soul jazz
20318,ear drummer
20261,profound lore
20269,broken limbs
20293,interscope
20293,live nation
20319,tri angle
20301,self-released
20204,ramseur
20315,nuclear blast
20299,columbia
20266,dine alone
20312,buzz
20273,spinefarm
20333,one handed
20307,megaforce
20177,hessle
20239,late night tales
20311,burger
20320,infinity cat
20327,ihiphop distribution
20327,igc
20241,slumberland
20332,apollo
20202,double double whammy
20267,iron bonehead
20259,domino
20278,editions mego
20178,cobraside
20303,dark descent
20317,self-released
20240,merge
20185,chapter
20185,trouble in mind
20292,numero group
20234,the anti-machine machine
