reviewid,artist
21094,jay rock
20975,mercury rev
21043,fetty wap
21107,little simz
21077,drew mcdowall
20914,graveyard
21065,doe paoro
21035,the dead weather
20950,peaches
20995,wand
21068,ron morelli
20854,sarah kirkland snider
21104,chvrches
20893,casey veggies
21037,the world is a beautiful place & i am no longer afraid to die
21129,chevel
21049,anderson .paak
21034,disclosure
21101,ryan adams
21030,mariah
20998,the underachievers
21076,juicy j
21099,young thug
21075,t.i.
21009,des ark
21059,toro y moi
21069,micachu and the shapes
21102,drake
21102,future
20978,u.s. girls
21014,fennesz
21014,king midas sound
20892,jawbox
21073,destruction unit
20840,kurt vile
21036,new order
20949,dungen
21072,natasha kmeto
21031,botany
21033,lana del rey
21064,the arcs
20987,max richter
21084,sam binga
20954,donmonique
20825,julia holter
20960,various artists
21074,alessia cara
21046,the roadside graves
20994,dit
21047,youth lagoon
20890,blackalicious
21015,jens-uwe beyer
21024,dope body
21027,mary halvorson
21016,travis scott
21067,venetian snares
21002,willis earl beal
21008,corrina repp
21007,merzbow
21007,jim orourke
21007,akira sakata
21007,chikamorachi
20913,ought
21058,public image ltd
21006,metric
20880,pole
21011,air waves
20982,low
20878,dj richard
20912,rose mcdowall
20977,skylar spence
20930,joan shelley
21025,rick ross
20989,the isley brothers
20964,phil cook
20829,pwr bttm
21063,fidlar
21026,prince
21001,slayer
21012,petite noir
20837,telekinesis
21005,mueller & roedelius
21003,beirut
20962,helen
21004,lower
20957,farao
20974,cold beat
20976,empress of
20946,lou barlow
20993,craig finn
20953,savant
20924,chinx
20881,the libertines
20891,unwound
20986,widowspeak
20992,the kitchen cinq
20931,masayoshi fujita
21023,miley cyrus
20991,panda bear
20973,marrow
20932,verbal kent
20944,mike krol
20706,destroyer
21000,method man
20961,all dogs
20877,salad boys
20874,christian rich
20999,the weeknd
20971,foals
20968,daniel.t.
20834,dead to a dying world
20951,halsey
20943,dm-funk
20981,tamaryn
20972,fake palms
20938,various artists
20875,idjut boys
20970,yo la tengo
20876,frog eyes
20967,dornik
20959,bitchin bajas
20959,natural information society
20833,myrkur
20922,mick jenkins
20899,ghost
20759,drinks
20790,fuck the facts
20969,gardens & villa
20939,deradoorian
20940,reatards
20920,monk parker
20945,the foreign exchange
20803,glassine
20985,fka twigs
20926,2 chainz
20897,the good life
20865,jackson c. frank
20988,ancient warfare
20691,beach house
20746,royal headache
20844,berner
20844,the jacka
20889,advance base
20909,f ingers
20898,carly rae jepsen
20941,tunde olaniran
20869,palehound
20937,dave cloud & the gospel of power
20873,gonno
20872,aphex twin
20872,afx
20870,the black dog
20915,guilty simpson
20917,stern
20887,retch
20925,chief keef
20905,tink
20933,mark lanegan
20923,briana marela
20705,zachary cale
20747,pavement
20871,elysia crampton
20927,aye nako
20918,teen daze
20686,azekel
20935,dr. dre
20896,dej loaf
20908,lindi ortega
20894,gangrene
20936,blondes
20955,lil b
20955,chance the rapper
20767,lizzy mercier descloux
20895,heathered pearls
20907,team sleep
20883,jessie jones
20866,chelsea wolfe
20839,laraaji
20906,eleventh dream day
20852,hatchback
20919,chris crack
20902,robyn
20902,la bagatelle magique
20904,krallice
20867,night beds
20886,joe plummer
20868,donnacha costello
20901,warren g
20819,jill scott
20884,dj mustard
20740,slim twig
20853,michael stasis
20862,mac demarco
20781,la luz
20863,grave babies
20882,trae tha truth
20788,deiphago
20861,health
20830,omar souleyman
20864,pearl charles
20842,ultimate painting
20793,mike cooper
20843,migos
20701,the coneheads
20777,various artists
20804,deaf wish
20716,bert jansch
20835,teenage time killers
20807,gunplay
20848,jessy lanza
20849,mark barrott
20860,florian kupfer
20847,albert hammond jr.
20900,william basinski
20802,alessandro cortini
20814,r. andrew lee
20836,sweet cobra
20668,led zeppelin
20797,julio bashmore
20855,lianne la havas
20850,adult mom
20820,ricked wicky
20702,titus andronicus
20846,public enemy
20714,lamb of god
20827,illfightyou
20832,dj roc
20816,miles davis
20824,ms mr
20765,gwenno
20738,earthly
20821,watkins family hour
20838,wilco
20817,kool keith
20817,l'orange
20757,cfcf
20811,mario diaz de leon
20822,j fernandez
20810,future
20724,locrian
20805,tearjerker
20801,spraynard
20806,strange wilds
20812,sly and the family stone
20766,mas ysa
20813,ashley monroe
20794,white reaper
20792,snooty garbagemen
20799,wavves x cloud nothings
20818,ducktails
20800,fox millions duo
20798,bad bad hats
20809,sassyblack
20749,ratatat
20831,years & years
20776,suzanne kraft
20756,seven davis jr.
20745,ty money
20721,the chemical brothers
20667,flying saucer attack
20697,ben bridwell
20697,iron & wine
20826,container
20775,self defense family
20648,jason isbell
20774,the alchemist
20718,nap eyes
20795,quelle chris
20808,nadastrom
20578,tame impala
20786,veruca salt
20787,karin krog
20772,chester watson
20736,negative scanner
20743,dj rashad
20770,sleaford mods
20653,peacers
20712,envy
20754,duke ellington
20753,various artists
20796,lil wayne
20783,the internet
20761,the velvet teen
20735,creepoid
20791,nicolas jaar
20779,the tough alliance
20762,statik selektah
20751,beatking
20707,flesh world
20722,ghostface killah & adrian younge
20782,rp boo
20731,ecstatic vision
20773,ezra furman
20755,lee bannon
20729,four tet
20778,meek mill
20752,matrixxman
20742,heather woods broderick
20710,active child
20728,miguel
20769,lone
20734,class actress
20780,tyga
20692,failure
20643,neil young
20709,the orb
20680,wolf alice
20768,boogie
20750,lucki eck$
20719,vince staples
20647,bilal
20733,london o'connor
20723,kronos quartet
20608,mutoid man
20760,thundercat
20690,main attrakionz
20741,blawan
20443,everything everything
20689,the armed
20726,refused
20484,bully
20574,pete rock
20660,smokey
20652,dave douglas
20725,leon bridges
20679,kacey musgraves
20682,richard thompson
20688,mewithoutyou
20715,t. hardy morris
20511,the national
20687,son lux
20717,nate ruess
20711,sorority noise
20662,bomba estreo
20720,desaparecidos
20748,"s. araw ""trio"" xi"
20646,hunee
20678,flo morrissey
20685,katie dey
20483,the rolling stones
20671,nils frahm
20666,tenement
20695,jaakko eino kalevi
20632,meg baird
20703,giorgio moroder
20694,todd terje
20699,false
20573,robert glasper trio
20698,evan caminiti
20607,fucked up
20696,various artists
20623,nick diamonds
20676,klsch
20730,namie amuro
20677,dj koze
20651,high on fire
20673,no joy
20601,vattnet viskar
20700,princess chelsea
20675,hudson mohawke
20552,ken mode
20645,mates of state
20644,sarah cracknell
20642,helm
20665,ffs
20650,galcher lustwerk
20670,boosie badazz
20625,surgeon
20641,ryn weaver
20576,sharon van etten
20683,heartless bastards
20674,moritz von oswald trio
20577,pins
20672,bruce brubaker
20693,sun kil moon
20606,faith no more
20599,institute
20669,jason derulo
20291,sweet john bloom
20638,jenny hval
20520,muse
20631,sightings
20655,insect ark
20654,uniform
20568,arthur russell
20639,the fall
20640,stellar om source
20600,prinzhorn dance school
20637,nicolay
20664,donnie trumpet & the social experiment
20465,girlpool
20598,goatsnake
20657,the mothmen
20636,time wharp
20663,christopher owens
20658,eternal summers
20619,akitsa
20635,rachel grimes
20565,the deslondes
20519,major lazer
20659,kevin gates
20407,in camera
20634,andr bratten
20656,zhala
20605,florence and the machine
20597,daughn gibson
20538,nozinja
20564,lil durk
20549,amir alexander
20458,jamie xx
20412,algiers
20551,soak
20563,drainolith
20547,obsequiae
20661,a$ap rocky
20545,various artists
20613,the vaccines
20550,strategy
20630,kosmo kat
20624,swans
20633,gucci mane
20572,shopping
20614,valet
20611,cloud rat
20515,various artists
20553,thomas brinkmann
20610,two sheds
20622,murs
20612,shana cleveland & the sandcastles
20590,unknown mortal orchestra
20561,dr. yen lo
20596,tropical trash
20621,french montana
20581,crosss
20620,nao
20571,tanlines
20589,smurphy
20602,kid606
20580,onra
20457,holly herndon
20441,thee oh sees
20442,du blonde
20626,zedd
20604,holly miranda
20506,hot chip
20570,lakker
20609,brandon flowers
20569,ceremony
20562,shilpa ray
20339,faith no more
20533,joanna gruesome
20505,cecil taylor
20433,daniel bachman
20548,vito ricci
20585,shamir
20464,circuit des yeux
20305,loren connors
20486,bryce dessner
20615,ben khan
20488,jim orourke
20603,noisem
20544,jupiter jax
20546,charles cohen
20595,crocodiles
20463,prurient
20415,prefuse 73
20499,bankroll fresh
20440,gacha
20540,john moreland
20435,snoop dogg
20518,risn murphy
20459,blanck mass
20510,knxwledge
20423,palma violets
20462,tyondai braxton
20579,boof
20524,icky blossoms
20485,elvis depressedly
20414,coliseum
20481,the tallest man on earth
20586,surfer blood
20434,eskimeaux
20477,juan wauters
20560,david kauffman
20560,eric caboor
20557,kamasi washington
20584,downtown boys
20555,ciara
20461,michael angelo
20526,beatriz ferreyra
20448,mikal cronin
20290,torres
20421,mumford & sons
20439,metz
20508,psychic reality
20554,best coast
20517,red house painters
20543,kehlani
20559,nosaj thing
20446,turnover
20349,todd rundgren/emil nikolaisen/hans-peter lindstrm
20330,the weather station
20556,jazz cartier
20509,django django
20512,turn to crime
20542,various artists
20398,hop along
20502,chief keef
20444,george fitzgerald
20445,nai harvest
20288,mew
20476,bitchin bajas
20397,oddisee
20504,home blitz
20452,nadine shah
20396,my morning jacket
20503,braids
20352,bell witch
20536,towkio
20537,loke rahbek & puce mary
20410,mg
20395,jackson scott
20507,hagerty-toth band
20521,daniele baldelli
20469,slug
20539,blur
20346,paul de jong
20497,looper
20531,yelawolf
20527,trey songz
20495,ryan adams
20289,colin stetson
20289,sarah neufeld
20475,bill fay
20431,samo sound boy
20494,sasha go hard
20529,young thug
20408,sheer mag
20456,jeremiah jae
20456,l'orange
20514,beauty pill
20498,mavis staples
20420,alabama shakes
20530,death
20523,the very best
20528,roach gigz
20496,chaos echoes
20454,passion pit
20535,various artists
20353,calexico
20500,red death
20522,tei shi
20362,built to spill
20472,wire
20513,johnny jewel
20329,tribulation
20480,abyss
20351,speedy ortiz
20487,squarepusher
20143,san fermin
20394,girl band
20482,the breathing effect
20493,"tyler, the creator"
20382,kmd
20368,marina and the diamonds
20460,various artists
20403,great lake swimmers
20419,oneohtrix point never
20384,tori amos
20417,this is the kit
20418,low jack
20467,kathryn calder
20428,sonic youth
20430,m.c. schmidt
20297,pale blue
20453,ava luna
20478,trickfinger
20380,the-dream
20429,delia gonzalez
20468,matt & kim
20392,tal national
20401,sam cohen
20473,ilovemakonnen
20474,mac mccaughan
20402,obnox
20406,rome fortune
20406,ceej
20393,villagers
20203,scharpling & wurster
20466,curren$y
20471,nils frahm
20348,suuns and jerusalem in my heart
20286,east india youth
20391,young fathers
20357,fred thomas
20367,brian wilson
20363,doldrums
20345,the wombats
20437,waxahatchee
20470,sicko mobb
20354,royal thunder
20416,broken water
20387,anna caragnano & donato dozzy
20385,toro y moi
20409,gabi
20400,colleen
20132,say lou lou
20447,shlohmo
20381,the mountain goats
20309,various artists
20285,american wrestlers
20331,lapalux
20436,marching church
20213,lower dens
20411,the soft moon
20373,ludacris
20212,the sonics
20347,michael rault
20450,jlin
20343,death cab for cutie
20425,wale
20438,t-pain
20372,yonatan gat
20334,godspeed you! black emperor
20426,jodeci
20304,benot pioulard
20371,faith healer
20427,disasterpeace
20451,death grips
20244,fort romeau
20405,andrew hung
20389,tufthunter
20386,various artists
20218,sufjan stevens
20360,the prodigy
20215,ryley walker
20364,fllakzoid
20379,madeon
20424,future
20377,laura marling
20355,ratking
20399,clark
20375,thursday
20313,liturgy
20296,scuba
20383,anasazi
20369,jesse malin
20376,chilly gonzales
20404,action bronson
20295,jam city
20413,father
20310,chastity belt
20287,the cribs
20422,earl sweatshirt
20378,jimmy whispers
20243,the jon spencer blues explosion
20211,ilyas ahmed
20284,people of the north
20268,courtney barnett
20076,vetiver
20252,the go! team
20358,stone jack jones
20374,the silence
20321,twin shadow
20388,tinashe
20322,the hotelier
20365,andy kim
20361,etiquette
20390,kendrick lamar
20370,inventions
20323,palmbomen ii
20338,wand
20356,maxo kream
20174,lightning bolt
20337,tree
20340,houndstooth
20366,pill
20325,flicia atkinson
20335,modest mouse
20324,ryuichi sakamoto
20342,laura welsh
20298,rahel
20336,glen hansard
20153,tobias jesso jr.
20242,popol vuh
20242,florian fricke
20318,two-9
20261,pyramids
20269,cana
20293,madonna
20319,lotic
20301,white gzus
20204,jessica lea mayfield
20204,seth avett
20315,enslaved
20299,various artists
20266,lieutenant
20312,anamai
20273,ranger
20333,mo kolours
20307,heems
20177,pearson sound
20239,jon hopkins
20311,sarah bethe nelson
20320,jeff the brotherhood
20327,cannibal ox
20241,young guv
20332,eskmo
20202,yowler
20267,black cilice
20259,matthew e. white
20278,oren ambarchi
20278,jim orourke
20178,swervedriver
20303,crypt sermon
20317,og maco
20240,will butler
20185,dick diver
20292,various artists
20234,the black ryder
20302,tom brosseau
20326,various artists
20308,radical dads
20272,mastery
20294,crookers
20277,eartheater
20314,of montreal
20201,lady lamb the beekeeper
20316,moon duo
20034,sam prekop
20105,rima kato
20276,levon vincent
20098,sannhet
20262,thin lizzy
20257,estelle
20265,david borden
20306,purity ring
20179,noel gallagher's high flying birds
20200,lead belly
20264,eula
20209,pile
20281,chief keef
20238,parquet courts
20283,mndr
20283,sweet valley
20248,dutch uncles
20260,an autumn for crippled children
